P0,"   
        Opioid Prescriptions Linked to Obesity
       
      Chiropractic Economics
       · July 27, 2020  ...urgent need for better pain management approaches and options for millions of Americans,” says Dr. Tuhina Neogi, professor of epidemiology at BUSPH, professor of rheumatology at the Boston University School of M..."
P0,"   
        New Studies Link Opioid Prescriptions to Obesity
       
      Pharmacy Times
       · April 10, 2020  ...ment of painful musculoskeletal conditions where little evidence exists to support their use,” said Tuhina Neogi, MD, PhD, professor of epidemiology at BUSPH, professor of rheumatology at the Boston University Sc..."
P0,"   
        Researchers Find Opioid Prescriptions Linked to Obesity
       
      Medical Xpress
       · April 02, 2020  ...urgent need for better pain management approaches and options for millions of Americans,"" says Dr. Tuhina Neogi, professor of epidemiology at BUSPH, professor of rheumatology at the Boston University School of M..."
P0,"   
        A Role for SGLT2 Inhibition in Gout?
       
      RheumNow
       · December 17, 2019  ...ylaxis with agents that are often contraindicated or poorly tolerated in patients with gout,"" wrote Tuhina Neogi, MD, PhD, chief of rheumatology at Boston University School of Medicine, in an accompanying comment..."
P0,"   
        BU Finds Concerns About Other Painkillers Contributed to Opioid Crisis
       
      Medical Xpress
       · December 11, 2019  ...COX-2 inhibitors coming off the market and concerns about NSAID risk,"" says study senior author Dr. Tuhina Neogi, professor of epidemiology at BUSPH, professor of medicine at the Boston University School of Medic..."
P0,"   
        Updated Gout Guidelines: Don’t Let Kidney Function Dictate Allopurinol Dosing
       
      MDedge
       · December 09, 2019  ...“we now have more evidence to support it,” said co–lead author, rheumatologist, and epidemiologist Tuhina Neogi, MD, PhD, a professor of medicine at Boston University. She gave a sneak preview of the new guideli..."
P0,"   
        ACR Releases Draft Gout Guideline
       
      The Rheumatologist
       · November 20, 2019  ...Neogi Data published after 2012 supported several important changes, said co-principal investigator Tuhina Neogi, MD, PhD, rheumatology section chief and professor of medicine at Boston University School of Medic..."
P0,"New Gout Guidelines Previewed at ACR 2019
       
      Patrick Campbell
       · November 09, 2019  ...tion recommendations to help them be successful in optimally managing gout in their patients,” said Tuhina Neogi, MD, PhD, one of the co-principal investigators on the treatment guideline. Citing additional evide..."
P0,"American College of Rheumatology Previews Draft of Updated Gout Treatment Guideline at the 2019 ACR/ARP Annual Meeting
       
      Newswise
       · November 06, 2019  ...recommendations to help them be successful in optimally managing gout in their patients,” said Dr. Tuhina Neogi, one of the co-principal investigators on the treatment guideline. Dr. Neogi will discuss the draft..."
P0,"Association of Back Pain with All-Cause and Cause-Specific Mortality Among Older Women: A Cohort Study
       
      Journal of General Internal Medicine
       · October 22, 2019  "
P0,"LISTEN: Osteoarthritis Master Class with Tuhina Neogi MD, PhD
       
      The Curbsiders
       · October 14, 2019  American College of Rheumatology (ACR) osteoarthritis guidelines author, Dr. Tuhina Neogi (Boston University; @tuhinaneogi) schools us on all things OA, including new understandings of path..."
